GEOID,eviction_2020, eviction_2021,eviction_2022,eviction_2023,own_occ_rate,corp_own_rate,median_yearbuilt,median_price,median_prslpr,mortgage,median_totrooms,median_bathrooms,median_bedrooms,median_lotsize,median_intersf,median_flip_horizon,median_price_diff,median_price_diff_pch,median_lasqbin,mean_month_horizon,buyer_llc_ind_sum,buyer_bus_ind_sum,buyer_trst_ind_sum,buyer_bnk_ind_sum,buyer_gse_ind_sum,buyer_gov_ind_sum,seller_llc_ind_sum,seller_llp_ind_sum,seller_bus_ind_sum,seller_trst_ind_sum,seller_bnk_ind_sum,seller_gse_ind_sum,seller_gov_ind_sum,flip_ind_sum,buy_side_flip_sum,sell_side_flip_sum,restype_R1F_sum,sum_institutional_investor,sum_large_investor,sum_medium_investor,sum_non_investor,sum_small_investor,sum_non_small_llc_investor,sum_small_llc_investor,count_1.FAM.RES,count_2.FAM.RES,count_3.FAM.RES,count_CONDOMINIUM,count_RES.DEV.LAND,percent_owners,num_sales_transactions,years,pop,male,female,pop_u18,pop_18_64,pop_65o,nhwhi,nhaa,nhna,nhas,nhpi,nhoth,nhmlt,lat,fam,hh,fhh,fhh2,fhh3,fhh4,fhh5,fhh6,fhh7o,nfhh,nfhh1,nfhh2,nfhh3,nfhh4,nfhh5,nfhh6,nfhh7o,acs_year,mhi,mhi_me,o_mhi,o_mhi_me,r_mhi,r_mhi_me
25025060800,2.0,1.0,6.0,5.0,0.3610648918469218,0.1846921797004991,1900.0,286500.0,66175.0,228000.0,4.0,1,2.0,903.0,912.0,1070.0,37000.0,14.115,950.5,12.0,37,15,37,20,14,0,101,0,62,158,37,10,5,142,148,142,175,48.0,19.0,37.0,1284.0,60.0,1394.0,54.0,175.0,37.0,35.0,1114.0,1.0,25.8,1448,2010.0,3964.0,1963.0,2001.0,341.0,3329.0,294.0,3577.0,39.0,6.0,183.0,1.0,11.0,41.0,106.0,643.0,2002.0,643.0,328.0,167.0,89.0,37.0,15.0,7.0,1359.0,804.0,419.0,104.0,26.0,5.0,1.0,0.0,2007-11,80000.0,13295.0,96429.0,5571.0,66724.0,26182.0
25025061000,20.0,2.0,3.0,3.0,0.4259259259259259,0.137037037037037,1900.0,312500.0,1000.0,256800.0,4.0,1,2.0,881.0,910.0,1142.0,27000.0,8.8,950.5,13.0,4,1,3,4,3,0,31,0,5,18,8,0,1,17,22,17,26,7.0,2.0,7.0,301.0,10.0,320.0,7.0,26.0,11.0,7.0,278.0,0.0,16.5,327,2010.0,3098.0,1402.0,1696.0,854.0,2070.0,174.0,1284.0,464.0,3.0,342.0,0.0,49.0,61.0,895.0,717.0,1239.0,717.0,244.0,214.0,142.0,64.0,28.0,25.0,522.0,371.0,124.0,15.0,9.0,3.0,0.0,0.0,2007-11,26471.0,1925.0,79460.0,68909.0,21473.0,7997.0
25025061101,10.0,1.0,5.0,19.0,0.1470588235294117,0.1764705882352941,1905.5,377500.0,64000.0,292500.0,5.0,2,2.0,1736.0,1562.0,319.0,70000.0,46.67,1550.5,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1.0,1.0,0.0,7.0,1.0,10.0,0.0,0.0,3.0,0.0,5.0,0.0,40.0,10,2010.0,2232.0,983.0,1249.0,713.0,1348.0,171.0,449.0,467.0,7.0,313.0,2.0,9.0,50.0,935.0,582.0,982.0,582.0,243.0,171.0,99.0,45.0,15.0,9.0,400.0,363.0,28.0,5.0,3.0,1.0,0.0,0.0,2007-11,11956.0,5415.0,0.0,0.0,11956.0,5415.0
25025061200,1.0,4.0,20.0,22.0,0.3673876871880199,0.2066555740432612,1910.0,404000.0,0.0,272000.0,4.0,1,2.0,1131.0,1131.0,941.0,40046.0,12.805,1150.5,13.0,93,15,48,8,13,0,338,0,130,92,25,9,0,161,173,161,69,52.0,31.0,44.0,1234.0,66.0,1328.0,99.0,69.0,16.0,39.0,1176.0,9.0,28.0,1427,2010.0,3240.0,1704.0,1536.0,265.0,2781.0,194.0,2743.0,68.0,2.0,222.0,3.0,10.0,36.0,156.0,566.0,1753.0,566.0,332.0,133.0,67.0,16.0,10.0,8.0,1187.0,766.0,344.0,55.0,20.0,2.0,0.0,0.0,2007-11,67813.0,5099.0,88750.0,37838.0,58063.0,18099.0
25025070101,16.0,26.0,41.0,31.0,0.2364398422090729,0.2985700197238659,1989.0,650000.0,0.0,317600.0,3.0,2,1.0,1189.0,1156.0,1007.0,68500.0,10.89,1150.5,12.0,196,46,151,5,0,0,566,0,99,138,12,0,1,221,226,221,0,26.0,37.0,72.0,2027.0,171.0,2133.0,200.0,0.0,0.0,0.0,2085.0,0.0,30.6,2333,2010.0,5902.0,3129.0,2773.0,358.0,4817.0,727.0,3524.0,274.0,3.0,1604.0,3.0,11.0,123.0,360.0,879.0,2875.0,879.0,608.0,150.0,83.0,27.0,6.0,5.0,1996.0,1603.0,353.0,22.0,13.0,3.0,1.0,1.0,2007-11,47609.0,19226.0,142969.0,40220.0,19058.0,5433.0
25025070200,0.0,14.0,14.0,11.0,0.1900826446280991,0.3057851239669421,2004.0,484500.0,0.0,200000.0,4.0,2,2.0,1050.0,1052.5,904.0,31499.5,7.92,1050.5,7.0,25,1,5,0,1,0,134,0,10,13,2,1,0,23,24,23,1,3.0,2.0,13.0,210.0,10.0,213.0,25.0,1.0,4.0,5.0,184.0,0.0,42.4,238,2010.0,5218.0,2353.0,2865.0,487.0,4020.0,711.0,1749.0,182.0,3.0,3038.0,1.0,9.0,76.0,160.0,825.0,1533.0,825.0,350.0,210.0,166.0,60.0,26.0,13.0,708.0,553.0,107.0,35.0,8.0,4.0,1.0,0.0,2007-11,14823.0,6040.0,96736.0,64508.0,13674.0,3887.0
25025070300,10.0,8.0,9.0,7.0,0.4143497757847533,0.2094170403587444,1900.0,603000.5,206000.0,300000.0,4.0,2,2.0,1015.0,1076.0,1058.0,79000.0,16.29,1050.5,15.0,58,15,93,4,0,0,430,0,28,145,7,0,0,184,192,184,95,16.0,20.0,40.0,1760.0,76.0,1851.0,61.0,95.0,11.0,16.0,1741.0,0.0,25.1,1912,2010.0,3909.0,2075.0,1834.0,251.0,3057.0,601.0,2983.0,105.0,4.0,567.0,1.0,17.0,71.0,161.0,659.0,2448.0,659.0,463.0,122.0,57.0,16.0,1.0,0.0,1789.0,1374.0,370.0,30.0,13.0,1.0,0.0,1.0,2007-11,117436.0,20734.0,132141.0,22087.0,90417.0,42353.0
25025070402,30.0,35.0,48.0,48.0,0.275609756097561,0.2292682926829268,2002.0,379000.0,0.0,215000.0,2.0,1,0.0,1259.0,1002.0,2050.0,58246.5,31.085,1050.5,,3,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,11.0,0.0,8.0,3.0,0.0,0.0,0.0,6.0,0.0,18.2,11,2010.0,1723.0,765.0,958.0,365.0,919.0,439.0,110.0,221.0,2.0,1206.0,0.0,6.0,20.0,158.0,409.0,666.0,409.0,159.0,92.0,103.0,33.0,13.0,9.0,257.0,229.0,13.0,9.0,5.0,1.0,0.0,0.0,2007-11,15484.0,2116.0,0.0,0.0,15484.0,2116.0
25025070500,20.0,27.0,18.0,45.0,0.4140625,0.15625,1900.0,472500.0,248500.0,322700.0,4.0,1,2.0,916.0,932.0,1079.5,79000.0,20.14,950.5,15.0,23,8,29,3,0,0,114,0,82,62,4,0,0,155,167,155,51,15.0,13.0,18.0,1248.0,50.0,1319.0,25.0,51.0,7.0,10.0,1240.0,0.0,23.1,1344,2010.0,5460.0,2771.0,2689.0,750.0,4183.0,527.0,2962.0,381.0,4.0,937.0,0.0,17.0,89.0,1070.0,1030.0,2903.0,1030.0,530.0,249.0,168.0,51.0,20.0,12.0,1873.0,1350.0,469.0,44.0,9.0,0.0,0.0,1.0,2007-11,71058.0,22641.0,138125.0,29150.0,38263.0,9331.0
25025070600,1.0,1.0,1.0,2.0,0.4726530612244898,0.1771428571428571,1899.0,517500.0,285000.0,333700.0,4.0,1,2.0,976.0,1006.0,1040.0,90000.0,18.18,1050.5,14.0,8,2,23,1,1,0,16,0,3,33,2,1,0,87,89,87,33,9.0,7.0,12.0,679.0,38.0,736.0,9.0,33.0,55.0,10.0,626.0,2.0,23.2,745,2010.0,2240.0,1218.0,1022.0,233.0,1794.0,213.0,1838.0,91.0,3.0,130.0,1.0,15.0,48.0,114.0,408.0,1210.0,408.0,237.0,89.0,63.0,18.0,0.0,1.0,802.0,521.0,247.0,18.0,15.0,0.0,1.0,0.0,2007-11,87060.0,10942.0,97500.0,21927.0,75163.0,33075.0
25025070700,11.0,17.0,16.0,23.0,0.4358452138492871,0.1771894093686354,1899.0,539500.0,266000.0,338275.0,4.0,1,2.0,934.0,934.0,1095.0,75000.0,15.87,950.5,15.0,9,9,14,0,1,0,100,0,8,25,0,2,0,47,47,47,11,5.0,4.0,16.0,554.0,27.0,597.0,9.0,11.0,2.0,5.0,576.0,0.0,24.6,606,2010.0,2361.0,1132.0,1229.0,305.0,1844.0,212.0,1287.0,553.0,7.0,234.0,0.0,14.0,72.0,194.0,480.0,1238.0,480.0,266.0,117.0,63.0,24.0,8.0,2.0,758.0,539.0,174.0,33.0,10.0,2.0,0.0,0.0,2007-11,61190.0,21306.0,109732.0,111303.0,43732.0,6919.0
25025070800,8.0,9.0,33.0,41.0,0.3901569186875891,0.2039942938659058,1899.0,435000.0,230000.0,300700.0,4.0,1,2.0,870.0,869.0,1022.0,62000.0,16.14,850.5,15.0,19,8,21,0,0,0,63,0,13,33,0,0,0,109,111,109,14,8.0,13.0,23.0,838.0,31.0,894.0,19.0,14.0,12.0,3.0,853.0,0.0,19.8,913,2010.0,3706.0,1981.0,1725.0,335.0,3108.0,263.0,2307.0,685.0,3.0,264.0,0.0,20.0,90.0,337.0,550.0,2044.0,550.0,313.0,140.0,66.0,24.0,4.0,3.0,1494.0,1021.0,336.0,77.0,44.0,11.0,5.0,0.0,2007-11,56589.0,20820.0,166786.0,70706.0,30673.0,14891.0
25025070900,13.0,18.0,18.0,50.0,0.4131082423038729,0.1916583912611718,1899.0,419000.0,216000.0,296800.0,4.0,1,2.0,880.0,873.0,1139.0,66000.0,16.44,850.5,14.0,5,13,7,3,1,0,49,0,19,39,4,0,0,77,82,77,8,20.0,7.0,13.0,717.0,22.0,772.0,7.0,8.0,2.0,2.0,749.0,0.0,18.6,779,2010.0,3329.0,1690.0,1639.0,575.0,2435.0,319.0,1482.0,747.0,9.0,270.0,1.0,11.0,95.0,714.0,590.0,1728.0,590.0,284.0,141.0,90.0,50.0,16.0,9.0,1138.0,809.0,272.0,44.0,11.0,1.0,1.0,0.0,2007-11,51034.0,13375.0,130082.0,22289.0,25388.0,13356.0
25025071101,38.0,20.0,39.0,66.0,0.4016768292682927,0.1516768292682926,1905.0,375000.0,139000.0,263150.0,4.0,1,2.0,875.0,866.0,1150.0,55500.0,17.74,850.5,11.0,18,10,14,1,1,0,100,0,21,53,3,2,0,71,75,71,25,13.0,15.0,26.0,741.0,20.0,795.0,20.0,25.0,2.0,7.0,750.0,0.0,25.9,815,2010.0,3753.0,2032.0,1721.0,293.0,3084.0,376.0,1837.0,593.0,17.0,670.0,1.0,38.0,84.0,513.0,499.0,2088.0,499.0,320.0,102.0,53.0,10.0,7.0,7.0,1589.0,1140.0,396.0,48.0,5.0,0.0,0.0,0.0,2007-11,44076.0,9516.0,78750.0,61316.0,23036.0,16317.0
25025071201,6.0,7.0,11.0,25.0,0.3338557993730408,0.2163009404388714,1999.0,490000.0,0.0,312800.0,3.0,2,1.0,1177.0,1173.0,1031.0,96500.0,22.86,1150.5,13.0,15,5,5,1,0,0,99,0,8,48,3,0,0,39,39,39,2,4.0,5.0,10.0,317.0,19.0,340.0,15.0,2.0,0.0,1.0,335.0,0.0,34.1,355,2010.0,3131.0,1668.0,1463.0,560.0,2251.0,320.0,1218.0,592.0,7.0,476.0,4.0,18.0,58.0,758.0,583.0,1304.0,583.0,261.0,138.0,114.0,41.0,16.0,13.0,721.0,530.0,170.0,19.0,0.0,1.0,0.0,1.0,2007-11,37923.0,18474.0,117019.0,64430.0,17218.0,7665.0
25025080100,24.0,19.0,15.0,43.0,0.1739130434782608,0.3768115942028985,1890.0,350000.0,82500.0,200000.0,5.0,1,2.0,2205.0,2266.0,836.0,22000.0,8.07,2350.5,13.0,62,20,22,14,5,0,24,0,27,55,28,2,5,37,39,37,49,33.0,12.0,22.0,238.0,19.0,253.0,71.0,49.0,23.0,59.0,85.0,1.0,41.7,324,2010.0,3350.0,2226.0,1124.0,415.0,2748.0,187.0,516.0,1448.0,6.0,44.0,0.0,283.0,111.0,942.0,426.0,681.0,426.0,142.0,129.0,73.0,49.0,14.0,19.0,255.0,198.0,46.0,7.0,3.0,0.0,0.0,1.0,2007-11,40329.0,22885.0,85375.0,10152.0,15759.0,9365.0
25025080300,19.0,20.0,29.0,42.0,0.3174224343675417,0.2195704057279236,1900.0,237981.0,35000.0,124000.0,7.0,2,3.0,2444.0,1896.0,657.5,-18100.0,-12.04,1950.5,8.0,16,14,16,14,8,0,29,0,28,24,26,7,0,24,27,24,27,28.0,6.0,22.0,157.0,14.0,199.0,28.0,27.0,27.0,44.0,66.0,2.0,37.9,227,2010.0,1769.0,756.0,1013.0,525.0,1098.0,146.0,83.0,1065.0,11.0,16.0,0.0,45.0,41.0,508.0,400.0,693.0,400.0,124.0,113.0,83.0,42.0,24.0,14.0,293.0,250.0,29.0,4.0,7.0,1.0,1.0,1.0,2007-11,23315.0,13931.0,71250.0,47784.0,16050.0,7596.0
25025080401,20.0,28.0,22.0,78.0,0.1972972972972973,0.3027027027027027,1920.0,279500.0,0.0,200000.0,3.0,1,1.0,1330.0,1295.0,1204.5,69250.0,19.46,1350.5,10.0,18,9,6,2,2,0,41,0,20,14,8,0,1,10,10,10,1,9.0,5.0,4.0,131.0,9.0,138.0,20.0,1.0,4.0,5.0,107.0,0.0,43.0,158,2010.0,2710.0,1186.0,1524.0,700.0,1709.0,301.0,200.0,1349.0,16.0,66.0,0.0,15.0,80.0,984.0,670.0,1225.0,670.0,286.0,220.0,95.0,46.0,7.0,16.0,555.0,498.0,43.0,13.0,1.0,0.0,0.0,0.0,2007-11,13446.0,3867.0,69203.0,19935.0,11712.0,2483.0
25025080500,48.0,23.0,13.0,28.0,0.2216494845360824,0.2474226804123711,1890.0,336500.0,153750.0,239600.0,5.0,2,2.0,845.0,1164.0,905.0,66200.0,15.38,1150.5,9.0,2,2,8,7,0,0,1,0,5,11,10,0,3,22,20,22,43,8.0,4.0,9.0,129.0,12.0,156.0,6.0,43.0,5.0,24.0,72.0,1.0,36.4,162,2010.0,3096.0,1362.0,1734.0,948.0,1889.0,259.0,233.0,1369.0,2.0,99.0,1.0,13.0,50.0,1329.0,763.0,1269.0,763.0,295.0,218.0,141.0,62.0,28.0,19.0,506.0,408.0,52.0,32.0,12.0,2.0,0.0,0.0,2007-11,16136.0,7200.0,59087.0,88860.0,14964.0,7273.0
25025080601,5.0,11.0,23.0,58.0,0.2391304347826087,0.2732919254658385,1990.0,201950.0,0.0,135200.0,4.0,1,2.0,1110.5,1081.0,974.0,54840.0,42.21,1050.5,11.0,5,1,4,0,1,0,10,0,53,13,1,2,2,14,14,14,9,2.0,4.0,3.0,126.0,11.0,141.0,5.0,9.0,6.0,5.0,101.0,0.0,45.9,146,2010.0,4271.0,2048.0,2223.0,492.0,3687.0,92.0,2146.0,850.0,12.0,385.0,0.0,45.0,90.0,743.0,388.0,882.0,388.0,126.0,115.0,85.0,35.0,16.0,11.0,494.0,293.0,74.0,58.0,56.0,10.0,2.0,1.0,2007-11,21422.0,9314.0,56579.0,36848.0,18862.0,4287.0
25025080801,35.0,4.0,7.0,33.0,0.0,0.2033898305084746,1988.0,195500.0,97500.0,88625.0,7.0,2,4.5,1697.0,1697.0,310.0,41000.0,29.17,1650.5,11.0,1,1,2,1,0,0,0,0,1,5,2,0,2,3,3,3,0,1.0,2.0,0.0,13.0,0.0,14.0,2.0,0.0,3.0,0.0,9.0,0.0,37.5,16,2010.0,3885.0,1916.0,1969.0,770.0,2928.0,187.0,1258.0,791.0,19.0,386.0,0.0,12.0,74.0,1345.0,567.0,927.0,567.0,177.0,150.0,115.0,53.0,42.0,30.0,360.0,247.0,37.0,28.0,30.0,9.0,5.0,4.0,2007-11,15994.0,3203.0,45764.0,60236.0,15817.0,2763.0
25025080900,14.0,3.0,17.0,13.0,0.1957894736842105,0.4210526315789473,1900.0,540000.0,66000.0,360000.0,9.0,3,4.0,2000.0,2664.0,959.5,134500.0,30.59,2650.5,14.0,34,3,10,1,0,0,25,0,3,17,1,0,1,30,32,30,51,16.0,27.0,14.0,185.0,27.0,234.0,35.0,51.0,16.0,94.0,62.0,4.0,37.5,269,2010.0,4008.0,2123.0,1885.0,206.0,3531.0,271.0,2601.0,329.0,5.0,660.0,4.0,8.0,88.0,313.0,323.0,1686.0,323.0,171.0,66.0,48.0,18.0,14.0,6.0,1363.0,632.0,227.0,186.0,231.0,58.0,25.0,4.0,2007-11,36450.0,7939.0,30375.0,45699.0,37955.0,9349.0
25025081001,26.0,7.0,39.0,43.0,0.1367647058823529,0.3352941176470588,1910.0,322075.0,118000.0,231800.0,5.0,1,2.0,1154.0,1148.0,960.0,55000.0,17.64,1150.5,13.0,19,5,8,3,0,0,18,0,15,26,3,0,0,51,53,51,8,13.0,17.0,19.0,291.0,24.0,340.0,24.0,8.0,27.0,73.0,217.0,2.0,30.2,364,2010.0,4890.0,2304.0,2586.0,662.0,3632.0,596.0,2180.0,684.0,19.0,920.0,3.0,14.0,120.0,950.0,814.0,2234.0,814.0,380.0,227.0,126.0,58.0,13.0,10.0,1420.0,875.0,247.0,164.0,101.0,22.0,9.0,2.0,2007-11,28932.0,9090.0,88239.0,69460.0,26287.0,8234.0
25025081100,6.0,31.0,24.0,6.0,0.4084507042253521,0.1787648970747562,1920.0,251375.0,0.0,183200.0,4.5,1,2.0,1130.0,1080.0,1004.0,49250.0,21.56,1050.5,12.0,23,5,14,4,7,0,56,0,25,36,7,2,0,52,58,52,21,19.0,13.0,22.0,497.0,25.0,550.0,26.0,21.0,28.0,59.0,428.0,4.0,39.4,576,2010.0,4091.0,2043.0,2048.0,339.0,3034.0,718.0,1953.0,876.0,6.0,549.0,1.0,15.0,83.0,608.0,468.0,1682.0,468.0,209.0,125.0,82.0,30.0,11.0,11.0,1214.0,727.0,251.0,115.0,94.0,13.0,11.0,3.0,2007-11,45125.0,7114.0,88571.0,19440.0,39375.0,11612.0
25025081200,7.0,10.0,8.0,16.0,0.4318181818181818,0.2102272727272727,1900.0,290000.0,0.0,225225.0,6.0,1,3.0,2117.0,1387.0,590.5,45000.0,13.51,1350.5,12.0,5,1,7,5,0,0,33,0,3,12,8,0,0,22,24,22,49,7.0,1.0,4.0,155.0,6.0,164.0,9.0,49.0,7.0,21.0,81.0,0.0,45.7,173,2010.0,3265.0,1449.0,1816.0,1040.0,1945.0,280.0,393.0,962.0,3.0,83.0,0.0,17.0,87.0,1720.0,741.0,1125.0,741.0,186.0,207.0,179.0,96.0,38.0,35.0,384.0,282.0,47.0,38.0,11.0,2.0,1.0,3.0,2007-11,18198.0,5850.0,126190.0,10367.0,15935.0,3927.0
25025081300,41.0,32.0,67.0,107.0,0.275,0.3066666666666666,1905.0,250000.0,0.0,196800.0,5.0,2,2.0,2006.0,1635.0,782.0,6133.0,3.28,1750.5,10.0,15,10,15,4,8,0,28,0,18,19,12,6,2,24,25,24,43,18.0,11.0,16.0,179.0,9.0,212.0,21.0,43.0,16.0,32.0,91.0,1.0,41.6,233,2010.0,4760.0,2146.0,2614.0,1250.0,2851.0,659.0,299.0,2012.0,22.0,39.0,5.0,27.0,95.0,2261.0,1054.0,2001.0,1054.0,376.0,278.0,203.0,107.0,51.0,39.0,947.0,838.0,83.0,18.0,6.0,2.0,0.0,0.0,2007-11,20404.0,3636.0,80948.0,23729.0,18309.0,4039.0
25025081400,20.0,15.0,39.0,36.0,0.3301805674978504,0.1607910576096302,1905.0,261500.0,0.0,199600.0,6.0,2,3.0,1560.0,1421.0,920.0,34375.0,10.95,1550.5,9.0,17,7,22,8,1,1,67,0,19,33,18,2,22,37,37,37,42,25.0,17.0,20.0,350.0,24.0,412.0,24.0,42.0,48.0,54.0,211.0,9.0,42.9,436,2010.0,3003.0,1531.0,1472.0,523.0,2143.0,337.0,685.0,1516.0,18.0,92.0,0.0,18.0,88.0,586.0,582.0,1300.0,582.0,222.0,173.0,95.0,56.0,15.0,21.0,718.0,479.0,141.0,58.0,29.0,8.0,2.0,1.0,2007-11,46919.0,8014.0,76076.0,29997.0,40214.0,10087.0
25025081500,20.0,8.0,12.0,30.0,0.4376039933444259,0.1497504159733777,1920.0,252000.0,0.0,205640.0,6.0,2,3.0,1693.0,1506.0,792.5,-27994.0,-13.15,1550.5,11.0,18,4,10,12,4,0,23,0,48,32,26,3,4,28,31,28,40,35.0,9.0,15.0,238.0,16.0,285.0,28.0,40.0,25.0,35.0,176.0,11.0,40.6,313,2010.0,2134.0,955.0,1179.0,489.0,1451.0,194.0,177.0,1329.0,9.0,25.0,2.0,25.0,51.0,516.0,493.0,839.0,493.0,179.0,143.0,90.0,44.0,25.0,12.0,346.0,274.0,43.0,15.0,7.0,5.0,1.0,1.0,2007-11,27417.0,21354.0,57234.0,8668.0,21206.0,4658.0
25025081700,36.0,25.0,60.0,52.0,0.3934169278996865,0.1551724137931034,1905.0,270000.0,78000.0,191000.0,7.0,2,4.0,2500.0,2121.0,514.0,-26000.0,-9.335,2150.5,10.0,28,9,21,22,11,0,24,0,41,20,51,8,3,44,44,44,66,49.0,16.0,12.0,260.0,16.0,310.0,43.0,66.0,68.0,58.0,105.0,18.0,40.2,353,2010.0,3820.0,1700.0,2120.0,1067.0,2290.0,463.0,74.0,2725.0,18.0,58.0,1.0,37.0,125.0,782.0,933.0,1473.0,933.0,342.0,232.0,182.0,104.0,39.0,34.0,540.0,463.0,61.0,8.0,4.0,1.0,1.0,2.0,2007-11,35589.0,8541.0,79028.0,26059.0,26860.0,12393.0
25025081800,26.0,9.0,34.0,41.0,0.4339869281045752,0.1607843137254902,1905.0,249500.0,47000.0,174300.0,7.0,2,3.0,2820.0,2175.0,407.0,-35204.0,-12.1,2250.5,8.0,24,19,35,23,12,0,42,0,31,45,50,6,2,65,66,65,65,59.0,22.0,23.0,305.0,17.0,379.0,47.0,65.0,72.0,78.0,123.0,5.0,39.2,426,2010.0,2898.0,1327.0,1571.0,766.0,1889.0,243.0,78.0,1879.0,13.0,39.0,4.0,51.0,98.0,736.0,674.0,1139.0,674.0,243.0,179.0,112.0,75.0,34.0,31.0,465.0,390.0,52.0,9.0,9.0,4.0,1.0,0.0,2007-11,41471.0,9095.0,51700.0,14579.0,19789.0,13552.0
25025081900,19.0,27.0,46.0,61.0,0.3956442831215971,0.2450090744101633,1905.0,266000.0,14000.0,201400.0,10.0,3,5.0,3505.0,3121.0,889.0,0.0,0.0,3250.5,9.0,17,3,17,16,5,0,8,0,14,19,29,2,2,21,23,21,12,35.0,6.0,5.0,159.0,27.0,201.0,31.0,12.0,42.0,73.0,63.0,1.0,41.4,232,2010.0,3115.0,1327.0,1788.0,823.0,1964.0,328.0,68.0,2046.0,16.0,18.0,0.0,45.0,94.0,828.0,778.0,1256.0,778.0,275.0,238.0,149.0,66.0,25.0,25.0,478.0,426.0,35.0,10.0,2.0,3.0,2.0,0.0,2007-11,37004.0,9926.0,71250.0,54146.0,31633.0,4628.0
25025082000,17.0,12.0,48.0,33.0,0.4484451718494271,0.1800327332242225,1900.0,280000.0,40750.0,219610.0,10.0,2,4.0,3695.0,2735.0,388.0,-46625.0,-14.72,2750.5,8.0,17,6,22,20,8,0,12,0,6,30,38,1,9,31,33,31,22,40.0,10.0,9.0,194.0,13.0,233.0,33.0,22.0,79.0,41.0,84.0,1.0,39.5,266,2010.0,2815.0,1261.0,1554.0,703.0,1774.0,338.0,52.0,2087.0,9.0,19.0,1.0,47.0,66.0,534.0,695.0,1158.0,695.0,259.0,194.0,132.0,57.0,29.0,24.0,463.0,404.0,47.0,6.0,3.0,3.0,0.0,0.0,2007-11,33148.0,22362.0,68929.0,8534.0,16773.0,10303.0
25025082100,33.0,73.0,121.0,140.0,0.3815461346633416,0.3042394014962593,1925.0,303500.0,34000.0,228000.0,10.0,2,5.0,5982.0,3698.0,570.0,-42404.0,-12.83,3700.5,13.0,10,7,12,16,3,0,12,0,24,19,28,1,3,25,27,25,14,34.0,9.0,8.0,135.0,12.0,173.0,25.0,14.0,56.0,37.0,59.0,2.0,42.4,198,2010.0,5025.0,2122.0,2903.0,1581.0,2989.0,455.0,62.0,3093.0,21.0,32.0,1.0,44.0,111.0,1661.0,1265.0,2035.0,1265.0,471.0,338.0,239.0,124.0,58.0,35.0,770.0,698.0,56.0,12.0,3.0,1.0,0.0,0.0,2007-11,21585.0,7049.0,81450.0,30512.0,17524.0,4557.0
25025090100,42.0,37.0,56.0,78.0,0.4170040485829959,0.1673414304993252,1910.0,292000.0,120000.0,225000.0,13.0,3,6.0,3848.0,3492.0,543.0,-35682.5,-9.59,3550.5,10.0,34,8,27,42,6,0,21,0,30,30,76,4,3,68,74,68,19,75.0,23.0,27.0,309.0,23.0,390.0,67.0,19.0,122.0,193.0,71.0,1.0,31.9,457,2010.0,4571.0,2040.0,2531.0,1312.0,2854.0,405.0,86.0,3231.0,28.0,30.0,1.0,51.0,115.0,1029.0,1099.0,1681.0,1099.0,337.0,316.0,221.0,131.0,58.0,36.0,582.0,473.0,75.0,18.0,7.0,8.0,0.0,1.0,2007-11,34153.0,6441.0,71450.0,16125.0,26939.0,5585.0
25025090200,28.0,18.0,15.0,49.0,0.3374233128834356,0.2361963190184049,1910.0,287377.0,100000.0,195000.0,12.0,3,6.0,3795.0,2900.0,519.0,0.0,0.0,3000.5,9.0,18,8,17,15,3,0,21,0,26,42,33,2,3,43,47,43,6,42.0,3.0,14.0,159.0,13.0,199.0,32.0,6.0,55.0,70.0,35.0,12.0,32.5,231,2010.0,2233.0,1012.0,1221.0,775.0,1289.0,169.0,40.0,1176.0,5.0,45.0,0.0,53.0,49.0,865.0,535.0,772.0,535.0,143.0,153.0,116.0,65.0,33.0,25.0,237.0,195.0,26.0,9.0,2.0,3.0,2.0,0.0,2007-11,18883.0,3697.0,69583.0,68788.0,17350.0,3056.0
25025090300,30.0,37.0,28.0,80.0,0.3511705685618729,0.2006688963210702,1905.0,239000.0,34900.0,169400.0,12.0,3,6.0,3400.0,3393.0,632.0,-20250.0,-7.26,3450.5,11.0,21,7,20,15,6,1,40,0,6,39,31,4,7,38,41,38,11,33.0,12.0,23.0,228.0,17.0,278.0,35.0,11.0,49.0,127.0,59.0,2.0,42.2,313,2010.0,3179.0,1386.0,1793.0,1079.0,1898.0,202.0,47.0,1854.0,8.0,19.0,1.0,73.0,95.0,1082.0,829.0,1123.0,829.0,257.0,248.0,168.0,92.0,46.0,18.0,294.0,242.0,33.0,14.0,3.0,1.0,0.0,1.0,2007-11,17068.0,6603.0,62177.0,18062.0,14146.0,4378.0
